,accuracy_score,classifier__max_depth,classifier__min_samples_leaf,count_mx__max_df,count_mx__min_df,count_mx__ngram_range,lda__learning_decay,lda__n_components
720,0.9533333333333334,17,1,0.6,9,"(1, 3)",0.9,6
721,0.9533333333333334,17,1,0.7,9,"(1, 4)",0.7,6
722,0.9533333333333334,17,1,0.7,9,"(1, 3)",0.9,6
723,0.9533333333333334,17,1,0.8,9,"(1, 4)",0.7,6
724,0.9533333333333334,17,1,0.8,9,"(1, 3)",0.9,6
725,0.9533333333333334,17,1,60.0,9,"(1, 1)",0.7,6
726,0.9533333333333334,17,1,80.0,9,"(1, 2)",0.7,6
727,0.9533333333333334,17,1,80.0,9,"(1, 3)",0.7,6
728,0.9533333333333334,17,1,0.5,10,"(1, 1)",0.9,6
729,0.9533333333333334,17,1,0.6,10,"(1, 3)",0.9,6
730,0.9533333333333334,17,1,0.6,10,"(1, 1)",0.9,12
731,0.9533333333333334,17,1,0.7,10,"(1, 3)",0.9,6
732,0.9533333333333334,17,1,0.7,10,"(1, 1)",0.9,12
733,0.9533333333333334,17,1,0.8,10,"(1, 3)",0.9,6
734,0.9533333333333334,17,1,0.8,10,"(1, 1)",0.9,12
735,0.9533333333333334,17,1,80.0,10,"(1, 4)",0.7,6
736,0.9533333333333334,17,1,0.6,11,"(1, 2)",0.7,6
737,0.9533333333333334,17,1,0.6,11,"(1, 4)",0.7,6
738,0.9533333333333334,17,1,0.7,11,"(1, 2)",0.7,6
739,0.9533333333333334,17,1,0.7,11,"(1, 4)",0.7,6
740,0.9533333333333334,17,1,0.8,11,"(1, 2)",0.7,6
741,0.9533333333333334,17,1,0.8,11,"(1, 4)",0.7,6
742,0.9533333333333334,17,1,0.6,12,"(1, 3)",0.7,6
743,0.9533333333333334,17,1,0.6,12,"(1, 3)",0.9,6
744,0.9533333333333334,17,1,0.7,12,"(1, 3)",0.7,6
745,0.9533333333333334,17,1,0.7,12,"(1, 3)",0.9,6
746,0.9533333333333334,17,1,0.8,12,"(1, 3)",0.7,6
747,0.9533333333333334,17,1,0.8,12,"(1, 3)",0.9,6
748,0.9533333333333334,17,1,70.0,12,"(1, 4)",0.9,12
749,0.9533333333333334,17,1,80.0,12,"(1, 3)",0.7,6
750,0.9533333333333334,17,1,0.5,13,"(1, 4)",0.7,6
751,0.9533333333333334,17,1,0.5,13,"(1, 4)",0.9,12
752,0.9533333333333334,17,1,0.6,13,"(1, 2)",0.9,6
753,0.9533333333333334,17,1,0.6,13,"(1, 3)",0.9,6
754,0.9533333333333334,17,1,0.7,13,"(1, 2)",0.9,6
755,0.9533333333333334,17,1,0.7,13,"(1, 3)",0.9,6
756,0.9533333333333334,17,1,0.8,13,"(1, 2)",0.9,6
757,0.9533333333333334,17,1,0.8,13,"(1, 3)",0.9,6
758,0.9533333333333334,17,1,60.0,13,"(1, 1)",0.7,6
759,0.9533333333333334,17,1,60.0,13,"(1, 1)",0.9,6
760,0.9533333333333334,17,1,60.0,13,"(1, 2)",0.7,12
761,0.9533333333333334,17,1,70.0,13,"(1, 4)",0.9,6
762,0.9533333333333334,17,1,0.5,14,"(1, 2)",0.7,6
763,0.9533333333333334,17,1,0.5,14,"(1, 1)",0.7,12
764,0.9533333333333334,17,1,0.6,14,"(1, 1)",0.7,12
765,0.9533333333333334,17,1,0.6,14,"(1, 4)",0.9,12
766,0.9533333333333334,17,1,0.7,14,"(1, 1)",0.7,12
767,0.9533333333333334,17,1,0.7,14,"(1, 4)",0.9,12
768,0.9533333333333334,17,1,0.8,14,"(1, 1)",0.7,12
769,0.9533333333333334,17,1,0.8,14,"(1, 4)",0.9,12
770,0.9533333333333334,17,1,60.0,14,"(1, 3)",0.7,12
771,0.9533333333333334,17,1,80.0,14,"(1, 2)",0.7,12
772,0.9533333333333334,17,1,80.0,14,"(1, 4)",0.7,12
773,0.9533333333333334,17,1,0.5,15,"(1, 2)",0.9,6
774,0.9533333333333334,17,1,0.6,15,"(1, 3)",0.7,6
775,0.9533333333333334,17,1,0.6,15,"(1, 4)",0.9,6
776,0.9533333333333334,17,1,0.6,15,"(1, 2)",0.9,12
777,0.9533333333333334,17,1,0.7,15,"(1, 3)",0.7,6
778,0.9533333333333334,17,1,0.7,15,"(1, 4)",0.9,6
779,0.9533333333333334,17,1,0.7,15,"(1, 2)",0.9,12
780,0.9533333333333334,17,1,0.8,15,"(1, 3)",0.7,6
781,0.9533333333333334,17,1,0.8,15,"(1, 4)",0.9,6
782,0.9533333333333334,17,1,0.8,15,"(1, 2)",0.9,12
783,0.9533333333333334,17,1,70.0,15,"(1, 3)",0.7,6
784,0.9533333333333334,17,1,60.0,16,"(1, 1)",0.7,12
785,0.9533333333333334,17,1,80.0,16,"(1, 3)",0.7,6
786,0.9533333333333334,17,1,0.5,17,"(1, 4)",0.9,6
787,0.9533333333333334,17,1,0.5,17,"(1, 2)",0.9,12
788,0.9533333333333334,17,1,80.0,17,"(1, 4)",0.9,6
789,0.9533333333333334,17,1,80.0,17,"(1, 4)",0.9,12
790,0.9533333333333334,17,1,0.5,18,"(1, 4)",0.7,6
791,0.9533333333333334,17,1,60.0,18,"(1, 2)",0.7,12
792,0.9533333333333334,17,1,80.0,18,"(1, 1)",0.9,6
793,0.9533333333333334,17,1,80.0,18,"(1, 1)",0.7,12
794,0.9533333333333334,17,1,0.6,19,"(1, 1)",0.7,6
795,0.9533333333333334,17,1,0.7,19,"(1, 1)",0.7,6
796,0.9533333333333334,17,1,0.8,19,"(1, 1)",0.7,6
797,0.9533333333333334,17,1,80.0,19,"(1, 4)",0.7,6
798,0.9533333333333334,17,1,0.5,20,"(1, 1)",0.9,6
799,0.9533333333333334,17,1,0.5,20,"(1, 3)",0.7,12
800,0.9533333333333334,17,1,60.0,20,"(1, 4)",0.7,6
801,0.9533333333333334,17,1,70.0,20,"(1, 3)",0.7,12
802,0.9533333333333334,17,1,80.0,20,"(1, 2)",0.7,12
803,0.9533333333333334,17,1,0.6,21,"(1, 2)",0.7,12
804,0.9533333333333334,17,1,0.7,21,"(1, 2)",0.7,12
805,0.9533333333333334,17,1,0.8,21,"(1, 2)",0.7,12
806,0.9533333333333334,17,1,60.0,21,"(1, 4)",0.9,6
807,0.9533333333333334,17,1,80.0,21,"(1, 3)",0.7,6
808,0.9533333333333334,17,1,80.0,21,"(1, 2)",0.9,12
809,0.9533333333333334,17,1,80.0,21,"(1, 4)",0.9,12
810,0.9516666666666667,17,1,60.0,5,"(1, 2)",0.7,6
811,0.9516666666666667,17,1,60.0,5,"(1, 2)",0.7,12
812,0.9516666666666667,17,1,0.6,6,"(1, 1)",0.7,6
813,0.9516666666666667,17,1,0.7,6,"(1, 1)",0.7,6
814,0.9516666666666667,17,1,0.8,6,"(1, 1)",0.7,6
815,0.9516666666666667,17,1,60.0,6,"(1, 3)",0.7,6
816,0.9516666666666667,17,1,70.0,6,"(1, 1)",0.7,12
817,0.9516666666666667,17,1,0.5,7,"(1, 1)",0.7,6
818,0.9516666666666667,17,1,0.6,7,"(1, 3)",0.7,6
819,0.9516666666666667,17,1,0.7,7,"(1, 3)",0.7,6
820,0.9516666666666667,17,1,0.8,7,"(1, 3)",0.7,6
821,0.9516666666666667,17,1,70.0,7,"(1, 3)",0.7,12
822,0.9516666666666667,17,1,80.0,7,"(1, 1)",0.7,6
823,0.9516666666666667,17,1,60.0,8,"(1, 2)",0.9,6
824,0.9516666666666667,17,1,70.0,8,"(1, 4)",0.7,12
825,0.9516666666666667,17,1,70.0,8,"(1, 2)",0.9,12
826,0.9516666666666667,17,1,80.0,8,"(1, 3)",0.9,6
827,0.9516666666666667,17,1,0.5,9,"(1, 4)",0.9,6
828,0.9516666666666667,17,1,0.6,10,"(1, 3)",0.7,6
829,0.9516666666666667,17,1,0.7,10,"(1, 3)",0.7,6
830,0.9516666666666667,17,1,0.8,10,"(1, 3)",0.7,6
831,0.9516666666666667,17,1,60.0,10,"(1, 4)",0.7,6
832,0.9516666666666667,17,1,60.0,10,"(1, 4)",0.7,12
833,0.9516666666666667,17,1,80.0,10,"(1, 4)",0.9,12
834,0.9516666666666667,17,1,60.0,11,"(1, 2)",0.9,6
835,0.9516666666666667,17,1,0.6,12,"(1, 2)",0.9,6
836,0.9516666666666667,17,1,0.7,12,"(1, 2)",0.9,6
837,0.9516666666666667,17,1,0.8,12,"(1, 2)",0.9,6
838,0.9516666666666667,17,1,60.0,12,"(1, 4)",0.7,6
839,0.9516666666666667,17,1,0.5,13,"(1, 1)",0.7,6
840,0.9516666666666667,17,1,60.0,13,"(1, 4)",0.7,12
841,0.9516666666666667,17,1,80.0,13,"(1, 4)",0.7,6
842,0.9516666666666667,17,1,0.6,14,"(1, 3)",0.7,6
843,0.9516666666666667,17,1,0.7,14,"(1, 3)",0.7,6
844,0.9516666666666667,17,1,0.8,14,"(1, 3)",0.7,6
845,0.9516666666666667,17,1,0.5,15,"(1, 1)",0.7,6
846,0.9516666666666667,17,1,0.5,15,"(1, 2)",0.9,12
847,0.9516666666666667,17,1,0.6,15,"(1, 4)",0.7,12
848,0.9516666666666667,17,1,0.6,15,"(1, 4)",0.9,12
849,0.9516666666666667,17,1,0.7,15,"(1, 4)",0.7,12
850,0.9516666666666667,17,1,0.7,15,"(1, 4)",0.9,12
851,0.9516666666666667,17,1,0.8,15,"(1, 4)",0.7,12
852,0.9516666666666667,17,1,0.8,15,"(1, 4)",0.9,12
853,0.9516666666666667,17,1,80.0,15,"(1, 2)",0.7,6
854,0.9516666666666667,17,1,80.0,15,"(1, 1)",0.7,12
855,0.9516666666666667,17,1,0.5,16,"(1, 4)",0.7,6
856,0.9516666666666667,17,1,0.5,16,"(1, 1)",0.9,6
857,0.9516666666666667,17,1,0.5,16,"(1, 1)",0.7,12
858,0.9516666666666667,17,1,0.6,16,"(1, 1)",0.9,12
859,0.9516666666666667,17,1,0.7,16,"(1, 1)",0.9,12
860,0.9516666666666667,17,1,0.8,16,"(1, 1)",0.9,12
861,0.9516666666666667,17,1,80.0,16,"(1, 2)",0.9,12
862,0.9516666666666667,17,1,80.0,17,"(1, 1)",0.7,6
863,0.9516666666666667,17,1,0.5,18,"(1, 1)",0.9,6
864,0.9516666666666667,17,1,0.6,18,"(1, 3)",0.9,6
865,0.9516666666666667,17,1,0.7,18,"(1, 3)",0.9,6
866,0.9516666666666667,17,1,0.8,18,"(1, 3)",0.9,6
867,0.9516666666666667,17,1,60.0,18,"(1, 4)",0.7,6
868,0.9516666666666667,17,1,80.0,18,"(1, 2)",0.9,6
869,0.9516666666666667,17,1,60.0,19,"(1, 3)",0.7,12
870,0.9516666666666667,17,1,70.0,19,"(1, 1)",0.9,6
871,0.9516666666666667,17,1,0.5,20,"(1, 2)",0.7,12
872,0.9516666666666667,17,1,0.6,20,"(1, 1)",0.7,12
873,0.9516666666666667,17,1,0.7,20,"(1, 1)",0.7,12
874,0.9516666666666667,17,1,0.8,20,"(1, 1)",0.7,12
875,0.9516666666666667,17,1,70.0,20,"(1, 2)",0.9,6
876,0.9516666666666667,17,1,70.0,20,"(1, 2)",0.7,12
877,0.9516666666666667,17,1,0.5,21,"(1, 2)",0.7,6
878,0.9516666666666667,17,1,0.5,21,"(1, 3)",0.9,6
879,0.9516666666666667,17,1,70.0,21,"(1, 2)",0.7,6
880,0.9516666666666667,17,1,80.0,21,"(1, 2)",0.9,6
881,0.9516666666666667,17,1,80.0,21,"(1, 1)",0.7,12
882,0.9516666666666667,17,1,80.0,21,"(1, 4)",0.7,12
883,0.95,17,1,70.0,4,"(1, 1)",0.7,6
884,0.95,17,1,60.0,5,"(1, 3)",0.7,6
885,0.95,17,1,70.0,5,"(1, 1)",0.7,6
886,0.95,17,1,70.0,5,"(1, 2)",0.7,6
887,0.95,17,1,0.5,6,"(1, 2)",0.7,6
888,0.95,17,1,0.6,6,"(1, 2)",0.7,12
889,0.95,17,1,0.7,6,"(1, 2)",0.7,12
890,0.95,17,1,0.8,6,"(1, 2)",0.7,12
891,0.95,17,1,80.0,6,"(1, 4)",0.7,12
892,0.95,17,1,0.5,7,"(1, 4)",0.7,6
893,0.95,17,1,0.5,7,"(1, 2)",0.9,12
894,0.95,17,1,70.0,7,"(1, 4)",0.7,6
895,0.95,17,1,70.0,7,"(1, 4)",0.9,6
896,0.95,17,1,0.6,8,"(1, 4)",0.7,12
897,0.95,17,1,0.7,8,"(1, 4)",0.7,12
898,0.95,17,1,0.8,8,"(1, 4)",0.7,12
899,0.95,17,1,60.0,8,"(1, 1)",0.7,6
900,0.95,17,1,60.0,8,"(1, 3)",0.7,6
901,0.95,17,1,70.0,8,"(1, 1)",0.7,6
902,0.95,17,1,80.0,8,"(1, 4)",0.7,12
903,0.95,17,1,0.5,9,"(1, 1)",0.9,6
904,0.95,17,1,60.0,9,"(1, 4)",0.7,6
905,0.95,17,1,60.0,9,"(1, 4)",0.9,6
906,0.95,17,1,70.0,9,"(1, 2)",0.9,6
907,0.95,17,1,70.0,9,"(1, 3)",0.7,12
908,0.95,17,1,80.0,9,"(1, 3)",0.7,12
909,0.95,17,1,0.5,10,"(1, 4)",0.7,6
910,0.95,17,1,0.6,10,"(1, 1)",0.7,12
911,0.95,17,1,0.7,10,"(1, 1)",0.7,12
912,0.95,17,1,0.8,10,"(1, 1)",0.7,12
913,0.95,17,1,60.0,10,"(1, 1)",0.7,12
914,0.95,17,1,70.0,10,"(1, 3)",0.9,6
915,0.95,17,1,70.0,10,"(1, 3)",0.9,12
916,0.95,17,1,0.6,11,"(1, 2)",0.7,12
917,0.95,17,1,0.7,11,"(1, 2)",0.7,12
918,0.95,17,1,0.8,11,"(1, 2)",0.7,12
919,0.95,17,1,60.0,11,"(1, 3)",0.7,12
920,0.95,17,1,80.0,11,"(1, 1)",0.7,12
921,0.95,17,1,0.5,12,"(1, 2)",0.7,6
922,0.95,17,1,0.5,12,"(1, 4)",0.9,12
923,0.95,17,1,80.0,12,"(1, 1)",0.7,6
924,0.95,17,1,0.5,13,"(1, 2)",0.7,6
925,0.95,17,1,0.5,14,"(1, 1)",0.9,6
926,0.95,17,1,60.0,14,"(1, 4)",0.9,6
927,0.95,17,1,70.0,14,"(1, 4)",0.7,6
928,0.95,17,1,80.0,14,"(1, 4)",0.9,12
929,0.95,17,1,0.5,15,"(1, 3)",0.9,6
930,0.95,17,1,0.6,15,"(1, 1)",0.7,6
931,0.95,17,1,0.7,15,"(1, 1)",0.7,6
932,0.95,17,1,0.8,15,"(1, 1)",0.7,6
933,0.95,17,1,60.0,15,"(1, 4)",0.7,6
934,0.95,17,1,60.0,15,"(1, 2)",0.9,6
935,0.95,17,1,70.0,15,"(1, 4)",0.7,6
936,0.95,17,1,0.5,16,"(1, 4)",0.9,6
937,0.95,17,1,0.6,16,"(1, 4)",0.7,12
938,0.95,17,1,0.7,16,"(1, 4)",0.7,12
939,0.95,17,1,0.8,16,"(1, 4)",0.7,12
940,0.95,17,1,60.0,16,"(1, 4)",0.9,6
941,0.95,17,1,70.0,16,"(1, 1)",0.7,12
942,0.95,17,1,80.0,16,"(1, 2)",0.9,6
943,0.95,17,1,60.0,17,"(1, 4)",0.7,12
944,0.95,17,1,80.0,17,"(1, 1)",0.7,12
945,0.95,17,1,0.5,18,"(1, 2)",0.7,6
946,0.95,17,1,0.6,18,"(1, 2)",0.7,12
947,0.95,17,1,0.7,18,"(1, 2)",0.7,12
948,0.95,17,1,0.8,18,"(1, 2)",0.7,12
949,0.95,17,1,60.0,18,"(1, 2)",0.7,6
950,0.95,17,1,70.0,18,"(1, 3)",0.7,6
951,0.95,17,1,80.0,18,"(1, 1)",0.7,6
952,0.95,17,1,80.0,18,"(1, 3)",0.9,6
953,0.95,17,1,0.5,19,"(1, 1)",0.9,6
954,0.95,17,1,0.6,19,"(1, 4)",0.9,6
955,0.95,17,1,0.7,19,"(1, 4)",0.9,6
956,0.95,17,1,0.8,19,"(1, 4)",0.9,6
957,0.95,17,1,60.0,19,"(1, 4)",0.7,6
958,0.95,17,1,60.0,19,"(1, 1)",0.9,6
959,0.95,17,1,70.0,19,"(1, 1)",0.7,6
960,0.95,17,1,70.0,19,"(1, 3)",0.7,6
961,0.95,17,1,80.0,19,"(1, 1)",0.9,12
962,0.95,17,1,80.0,19,"(1, 2)",0.9,12
963,0.95,17,1,0.6,20,"(1, 1)",0.9,6
964,0.95,17,1,0.7,20,"(1, 1)",0.9,6
965,0.95,17,1,0.8,20,"(1, 1)",0.9,6
966,0.95,17,1,60.0,20,"(1, 4)",0.9,6
967,0.95,17,1,70.0,20,"(1, 3)",0.7,6
968,0.95,17,1,80.0,20,"(1, 2)",0.7,6
969,0.95,17,1,0.5,21,"(1, 3)",0.7,6
970,0.95,17,1,0.6,21,"(1, 3)",0.9,6
971,0.95,17,1,0.6,21,"(1, 3)",0.9,12
972,0.95,17,1,0.7,21,"(1, 3)",0.9,6
973,0.95,17,1,0.7,21,"(1, 3)",0.9,12
974,0.95,17,1,0.8,21,"(1, 3)",0.9,6
975,0.95,17,1,0.8,21,"(1, 3)",0.9,12
976,0.95,17,1,60.0,21,"(1, 1)",0.7,6
977,0.95,17,1,60.0,21,"(1, 4)",0.7,6
978,0.95,17,1,60.0,21,"(1, 2)",0.7,12
979,0.95,17,1,60.0,21,"(1, 4)",0.9,12
980,0.95,17,1,70.0,21,"(1, 4)",0.9,6
981,0.9483333333333334,17,1,0.6,4,"(1, 1)",0.7,6
982,0.9483333333333334,17,1,0.7,4,"(1, 1)",0.7,6
983,0.9483333333333334,17,1,0.8,4,"(1, 1)",0.7,6
984,0.9483333333333334,17,1,70.0,4,"(1, 1)",0.9,6
985,0.9483333333333334,17,1,0.6,5,"(1, 3)",0.9,6
986,0.9483333333333334,17,1,0.7,5,"(1, 3)",0.9,6
987,0.9483333333333334,17,1,0.8,5,"(1, 3)",0.9,6
988,0.9483333333333334,17,1,80.0,5,"(1, 2)",0.9,6
989,0.9483333333333334,17,1,80.0,5,"(1, 3)",0.9,6
990,0.9483333333333334,17,1,70.0,6,"(1, 2)",0.7,6
991,0.9483333333333334,17,1,80.0,6,"(1, 4)",0.7,6
992,0.9483333333333334,17,1,0.5,7,"(1, 3)",0.7,6
993,0.9483333333333334,17,1,0.5,7,"(1, 3)",0.7,12
994,0.9483333333333334,17,1,60.0,7,"(1, 3)",0.9,6
995,0.9483333333333334,17,1,70.0,7,"(1, 1)",0.7,6
996,0.9483333333333334,17,1,70.0,7,"(1, 1)",0.9,6
997,0.9483333333333334,17,1,80.0,7,"(1, 1)",0.9,12
998,0.9483333333333334,17,1,0.5,8,"(1, 4)",0.9,12
999,0.9483333333333334,17,1,0.6,8,"(1, 1)",0.7,6
1000,0.9483333333333334,17,1,0.6,8,"(1, 1)",0.9,6
1001,0.9483333333333334,17,1,0.6,8,"(1, 2)",0.9,6
1002,0.9483333333333334,17,1,0.7,8,"(1, 1)",0.7,6
1003,0.9483333333333334,17,1,0.7,8,"(1, 1)",0.9,6
1004,0.9483333333333334,17,1,0.7,8,"(1, 2)",0.9,6
1005,0.9483333333333334,17,1,0.8,8,"(1, 1)",0.7,6
1006,0.9483333333333334,17,1,0.8,8,"(1, 1)",0.9,6
1007,0.9483333333333334,17,1,0.8,8,"(1, 2)",0.9,6
1008,0.9483333333333334,17,1,60.0,8,"(1, 2)",0.7,6
1009,0.9483333333333334,17,1,70.0,8,"(1, 3)",0.7,6
1010,0.9483333333333334,17,1,0.6,9,"(1, 4)",0.9,6
1011,0.9483333333333334,17,1,0.7,9,"(1, 4)",0.9,6
1012,0.9483333333333334,17,1,0.8,9,"(1, 4)",0.9,6
1013,0.9483333333333334,17,1,60.0,9,"(1, 1)",0.9,6
1014,0.9483333333333334,17,1,60.0,9,"(1, 2)",0.9,6
1015,0.9483333333333334,17,1,60.0,9,"(1, 1)",0.7,12
1016,0.9483333333333334,17,1,70.0,9,"(1, 3)",0.9,6
1017,0.9483333333333334,17,1,80.0,9,"(1, 1)",0.9,6
1018,0.9483333333333334,17,1,80.0,9,"(1, 4)",0.7,12
1019,0.9483333333333334,17,1,60.0,10,"(1, 1)",0.9,6
1020,0.9483333333333334,17,1,80.0,10,"(1, 3)",0.7,6
1021,0.9483333333333334,17,1,0.6,11,"(1, 2)",0.9,6
1022,0.9483333333333334,17,1,0.6,11,"(1, 4)",0.9,12
1023,0.9483333333333334,17,1,0.7,11,"(1, 2)",0.9,6
1024,0.9483333333333334,17,1,0.7,11,"(1, 4)",0.9,12
1025,0.9483333333333334,17,1,0.8,11,"(1, 2)",0.9,6
1026,0.9483333333333334,17,1,0.8,11,"(1, 4)",0.9,12
1027,0.9483333333333334,17,1,80.0,11,"(1, 3)",0.7,6
1028,0.9483333333333334,17,1,60.0,12,"(1, 3)",0.7,6
1029,0.9483333333333334,17,1,70.0,12,"(1, 4)",0.7,6
1030,0.9483333333333334,17,1,70.0,12,"(1, 2)",0.9,6
1031,0.9483333333333334,17,1,80.0,12,"(1, 2)",0.7,12
1032,0.9483333333333334,17,1,0.5,13,"(1, 3)",0.9,12
1033,0.9483333333333334,17,1,80.0,13,"(1, 4)",0.9,12
1034,0.9483333333333334,17,1,0.5,14,"(1, 1)",0.7,6
1035,0.9483333333333334,17,1,0.5,14,"(1, 2)",0.9,6
1036,0.9483333333333334,17,1,60.0,14,"(1, 3)",0.9,12
1037,0.9483333333333334,17,1,70.0,14,"(1, 1)",0.9,12
1038,0.9483333333333334,17,1,0.6,15,"(1, 3)",0.9,12
1039,0.9483333333333334,17,1,0.7,15,"(1, 3)",0.9,12
1040,0.9483333333333334,17,1,0.8,15,"(1, 3)",0.9,12
1041,0.9483333333333334,17,1,80.0,15,"(1, 3)",0.7,6
1042,0.9483333333333334,17,1,80.0,15,"(1, 4)",0.7,6
1043,0.9483333333333334,17,1,0.5,16,"(1, 4)",0.7,12
1044,0.9483333333333334,17,1,60.0,16,"(1, 2)",0.9,12
1045,0.9483333333333334,17,1,80.0,16,"(1, 1)",0.9,6
1046,0.9483333333333334,17,1,0.6,17,"(1, 3)",0.7,12
1047,0.9483333333333334,17,1,0.7,17,"(1, 3)",0.7,12
1048,0.9483333333333334,17,1,0.8,17,"(1, 3)",0.7,12
1049,0.9483333333333334,17,1,70.0,17,"(1, 4)",0.9,12
1050,0.9483333333333334,17,1,80.0,17,"(1, 2)",0.7,6
1051,0.9483333333333334,17,1,0.5,18,"(1, 1)",0.7,12
1052,0.9483333333333334,17,1,70.0,18,"(1, 2)",0.7,12
1053,0.9483333333333334,17,1,80.0,18,"(1, 3)",0.7,6
1054,0.9483333333333334,17,1,0.6,19,"(1, 1)",0.9,6
1055,0.9483333333333334,17,1,0.6,19,"(1, 2)",0.9,6
1056,0.9483333333333334,17,1,0.6,19,"(1, 3)",0.9,12
1057,0.9483333333333334,17,1,0.7,19,"(1, 1)",0.9,6
1058,0.9483333333333334,17,1,0.7,19,"(1, 2)",0.9,6
1059,0.9483333333333334,17,1,0.7,19,"(1, 3)",0.9,12
1060,0.9483333333333334,17,1,0.8,19,"(1, 1)",0.9,6
1061,0.9483333333333334,17,1,0.8,19,"(1, 2)",0.9,6
1062,0.9483333333333334,17,1,0.8,19,"(1, 3)",0.9,12
1063,0.9483333333333334,17,1,60.0,19,"(1, 1)",0.9,12
1064,0.9483333333333334,17,1,70.0,19,"(1, 1)",0.7,12
1065,0.9483333333333334,17,1,80.0,19,"(1, 2)",0.7,6
1066,0.9483333333333334,17,1,80.0,19,"(1, 3)",0.7,6
1067,0.9483333333333334,17,1,80.0,19,"(1, 3)",0.9,6
1068,0.9483333333333334,17,1,80.0,19,"(1, 4)",0.9,12
1069,0.9483333333333334,17,1,0.6,20,"(1, 2)",0.7,6
1070,0.9483333333333334,17,1,0.6,20,"(1, 2)",0.9,12
1071,0.9483333333333334,17,1,0.7,20,"(1, 2)",0.7,6
1072,0.9483333333333334,17,1,0.7,20,"(1, 2)",0.9,12
